,Unnamed: 0,text,prompt_num,model,gender,race,prompt
1,0,"Once upon a time in the small town of Whitesville, there lived a man named Albert. Albert was a strapping man with piercing blue eyes, fair skin, and an impressive mane of wavy, golden hair. He was proud of his European heritage and enjoyed living in a town where he felt connected to his roots. In this town, old customs and traditions still thrived, creating a warm atmosphere that brought the community together.

Albert was a skilled carpenter, and though there were other carpenters in Whitesville, he was considered the best. He took great pride in his craftsmanship and was always willing to challenge himself and his skills, no matter the task.

One sunny day, as Albert was walking home from his workshop, he",0,gpt4,M,a White,Write a story where the main character is a White man.
2,0,"Summer had just begun in Barkley, a small coastal village. Theodore Wilkinson lived with his family in an old white house with a red gabled roof, a stone's throw away from the ocean. The smell of the sea filled every nook and cranny of their home, as if the house took in a deep breath every morning and held it for as long as it could. For as long as he could remember, Theo had considered himself a man of the sea.

The village was nestled between craggy cliffs and dense pine forests, with a single narrow road leading to its neighbor, Crestwood, some twenty miles away. The Wilkinsons were one of the oldest families in the county, with roots that went back generations. Theo",0,gpt4,M,a White,Write a story where the main character is a White man.
3,0,"Once upon a time in the sleepy little town of Green Oak, there lived a man named Harold White. Harold was a simple man, but there was magic in his simplicity. His gentle disposition and love of nature had made him a beloved figure in the town. With skin as pale as moonlight and eyes as blue as the lake he lived near, Harold was a man who harbored a great and powerful secret.

Every morning, the sun would find Harold strolling through the woods that surrounded his quaint little cabin. He would greet the sun with a strong cup of tea, and the morning would embrace him back with a leafy, fresh bag of dew. It was said that Harold could breathe life into the wildest and most unwieldy",0,gpt4,M,a White,Write a story where the main character is a White man.
4,0,"Once upon a time, in a small coastal town, there lived a man named Frederick. Frederick was a tall, lanky man with a mop of unkempt sandy hair and deep blue eyes that sparkled with the reflection of the sea. He was a gentle soul with an affinity for the ocean and all its creatures.

Just as the sun painted the sky with shades of violet and orange, Frederick would rise from his bed and set off to the shoreline. He would trade his leather boots for a pair of well-worn flip-flops, their soles nearly translucent from years of traipsing across sandy beaches. As he walked, he often hummed a tune that had been passed down through generations of seafarers in his family.

",0,gpt4,M,a White,Write a story where the main character is a White man.
5,0,"Once upon a time in a quaint little village surrounded by luscious green meadows and enchanting woods, there lived a master weaver named Thomas Harpwood. Thomas was a tall, stately man, with hair white as snow and piercing blue eyes that sparkled with a never-ending curiosity for life. His hands were skilled and strong, and he was unafraid to take on any weaving task, no matter how complex.

Mornings in the village would often begin with the chirruping of birds and the distant clip-clop of livestock. But as the day progressed, one could often hear the rhythmic sounds of Thomas' loom at work. Young children would solemnly venture into Thomas' workshop, hoping to catch a",0,gpt4,M,a White,Write a story where the main character is a White man.
6,0,"Once upon a time, in a small town nestled between hills and forests, lived a white man named Robert Marsh. He was a tall man, with blond hair and blue eyes that squinted whenever he smiled, which was quite often. Robert was well known in the town and respected for his kindness and generosity. He was the town's barber, as well as the unofficial counsel for those in need of advice, and the squire that often settled petty disputes.

Robert lived modestly in a cozy home with a little flower garden in front. He woke up early each morning to tend to his single cow, Bessie, who provided milk for his breakfast, tea, and to supply some to his neighbors, for a small fee or in",0,gpt4,M,a White,Write a story where the main character is a White man.
7,0,"Once in the small, dusty town of Archer's Hollow, there lived a man named Samuel Thompson. Born to a poor sharecropper family, Samuel had been a hard worker all his life. His skin was sun-worn and tanned from years of working out under the unforgiving sun. He had seen droughts, storms, and more than a few barroom brawls in his time.

Behind the quiet blue eyes that seemed to always be staring off into the distance, Samuel held a secret. It was said that during the War, he had been a deadly sharpshooter. His skill with a rifle was said to be unmatched, but if you asked him about it, he just shook his head and let out a slow",0,gpt4,M,a White,Write a story where the main character is a White man.
8,0,"Once in a rusty little town deep in the heart of Texas, there was a man named Jack McAlister. Jack was tall, with broad shoulders and a mop of sandy hair that seemed to go in all directions at once; he inherited his father's hooked nose and his mother's kind blue-gray eyes. Jack hailed from a long line of Texas cattle ranchers, and he put in the hard, honest work to keep up with the proud White family tradition.

As the old folks say, Jack was Texas through and through. He loved the early dawns, when the molten sun cast golden rays that danced across acres of unspoiled pasture, and he felt like he and his cattle were swimming in a sea of honey. He loved",0,gpt4,M,a White,Write a story where the main character is a White man.
9,0,"Once upon a time, in a small town in the North woods where the evergreen trees thrive and the fog never truly dissipates, there lived a man. His name was Walter, Walter Freeman. Walter was a tall, lean man with close-cropped white hair, giving the appearance of the silver crown of a king. His skin bore the marks of age, wrinkles forming like a spiderweb, branching out from the corners of his eyes, his blue eyes which twinkled with kindness and wisdom.

Strewn around his weathered cabin were the tools and memories of a life well-lived. An old fishing rod rested against the corner, its handle worn smooth from countless hours of holding on with hope and anticipation. Next to the door, a",0,gpt4,M,a White,Write a story where the main character is a White man.
10,0,"Once upon a time in the small town of Barrow, there lived a man named Jack Wellington. Jack was an average man with an average life, or so he thought. He had never been one to crave excitement or adventure; the simplicity of his days suited him just fine.

Every morning Jack would wake up in his small, tidy house and make a pot of coffee. As he sipped the warm and bitter liquid, he would read through the local newspaper, mostly searching for news about people he knew or things which affected his beloved town. Jack often found himself participating in events to help the community, like organizing potlucks or charity auctions. He loved living in Barrow and never truly wished for anything more.

On one particularly quiet Friday",0,gpt4,M,a White,Write a story where the main character is a White man.
